Z,N,MM,,,
106,273,273.1395854,,,
107,260,260.1216626,,,
107,261,261.1214522,,,
107,262,262.1229733,,,
107,263,263.1229233,,,
107,264,264.1245919,,,
107,265,265.1249125,,,
107,266,266.1267918,,,
107,267,267.1275028,,,
107,268,268.1296941,,,
107,269,269.130424,,,
107,270,270.1333631,,,
107,271,271.1352648,,,
107,272,272.1382658,,,
107,273,273.140248,,,
107,274,274.1435565,,,
107,275,275.1456764,,,
108,263,263.1285214,,,
108,264,264.1283573,,,
108,265,265.1297933,,,
108,266,266.1300464,,,
108,267,267.131671,,,
108,268,268.131863,,,
108,269,269.1337513,,,
108,270,270.1342927,,,
108,271,271.1371732,,,
108,272,272.1385055,,,
108,273,273.141684,,,
108,274,274.1433063,,,
108,275,275.1466763,,,
108,276,276.1484686,,,
108,277,277.1519058,,,
109,265,265.1360048,,,
109,266,266.1373733,,,
109,267,267.1371954,,,
109,268,268.1386525,,,
109,269,269.138825,,,
109,270,270.1403318,,,
109,271,271.1407435,,,
109,272,272.1434152,,,
109,273,273.1444052,,,
109,274,274.1472438,,,
109,275,275.148825,,,
109,276,276.1515959,,,
109,277,277.1532782,,,
109,278,278.1563168,,,
109,279,279.1580872,,,
110,267,267.1437715,,,
110,268,268.1434832,,,
110,269,269.1447523,,,
110,270,270.1445845,,,
110,271,271.145951,,,
110,272,272.1460244,,,
110,273,273.1485614,,,
110,274,274.1494142,,,
110,275,275.1520345,,,
110,276,276.1530359,,,
110,277,277.1559141,,,
110,278,278.1570467,,,
110,279,279.1601064,,,
110,280,280.1613189,,,
110,281,281.1645159,,,
111,272,272.1532725,,,
111,273,273.1531356,,,
111,274,274.1552519,,,
111,275,275.1559456,,,
111,276,276.1583368,,,
111,277,277.1590761,,,
111,278,278.1614938,,,
111,279,279.1627251,,,
111,280,280.1651461,,,
111,281,281.1663689,,,
111,282,282.1691272,,,
111,283,283.1705479,,,
112,276,276.1614164,,,
112,277,277.1636415,,,
112,278,278.1641647,,,
112,279,279.166545,,,
112,280,280.1671563,,,
112,281,281.1697542,,,
112,282,282.170507,,,
112,283,283.1732765,,,
112,284,284.1741691,,,
112,285,285.177126,,,
113,278,278.170582,,,
113,279,279.1709575,,,
113,280,280.1729375,,,
113,281,281.1734875,,,
113,282,282.1756739,,,
113,283,283.1765752,,,
113,284,284.1787362,,,
113,285,285.1797389,,,
113,286,286.1822172,,,
113,287,287.1833981,,,
114,285,285.1836447,,,
114,286,286.1842371,,,
114,287,287.1867866,,,
114,288,288.1875791,,,
114,289,289.190426,,,
115,287,287.1907052,,,
115,288,288.1927462,,,
115,289,289.1936389,,,
115,290,290.1959873,,,
115,291,291.1970788,,,
116,289,289.1981657,,,
116,290,290.1986471,,,
116,291,291.2010866,,,
116,292,292.2017491,,,
116,293,293.204496,,,
117,291,291.2055368,,,
117,292,292.2074675,,,
117,293,293.2082489,,,
117,294,294.2104674,,,
118,293,293.2135678,,,
118,294,294.2139271,,,
118,295,295.2162469,,,
